show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_number,duration_type,year_added,duration_num,content_length_category,original_vs_licensed,duration_int
s5597,Movie,Growing Up Wild,Keith Scholey,Daveed Diggs,United States,2017-02-19,2016-01-01,G,78 min,"Children & Family Movies, Documentaries","five baby animals from different parts of the world grow up learning to survive in the wild, nurtured by the love and guidance of their families.",78.0,min,2017.0,78.0,Medium Movie,Licensed,78.0
s5598,Movie,Tini: The New Life Of Violetta,Juan Pablo Buscarini,"Martina Stoessel, Jorge Blanco, Adrián Salzedo, Mercedes Lambre, Diego Ramos, Clara Alonso, Sofia Carson, Leonardo Cecchi, Ridder Van Kooten, Beatrice Arnera, Georgina Amorós","Spain, Italy, Argentina",2017-02-19,2016-01-01,G,99 min,"Children & Family Movies, Music & Musicals","after completing a world tour, a teen pop star spends the summer at an italian villa to recover from heartbreak and grow into a mature artist.",99.0,min,2017.0,99.0,Medium Movie,Licensed,99.0
s5599,Tv Show,Love For Ten: Generation Of Youth,Unknown,"Sung-Yeol Lee, Ji-Hyun Nam, Clara Lee, Jin Won",South Korea,2017-02-17,2013-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows","a nerdy engineering student falls for a pretty, outgoing girl at his college. to get closer to her, he joins the theater group she belongs to.",1.0,season,2017.0,1.0,Single Season Show,Licensed,1.0
s5600,Movie,Rocky Handsome,Nishikant Kamat,"John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur",India,2017-02-17,2016-01-01,TV-MA,119 min,"Action & Adventure, International Movies",a reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.,119.0,min,2017.0,119.0,Medium Movie,Licensed,119.0
s5601,Movie,A Heavy Heart,Thomas Stuber,"Peter Kurth, Lena Lauzemis, Lina Wendel, Edin Hasanovic, Marko Dyrlich, Peter Schneider, Reiner Schöne, Udo Kroschwald",Germany,2017-02-15,2015-01-01,TV-MA,109 min,"Dramas, Independent Movies, International Movies","long past his heyday, a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal, degenerative neural disorder.",109.0,min,2017.0,109.0,Medium Movie,Licensed,109.0
s5602,Tv Show,Nightmare High,Unknown,"So-Hyun Kim, Min-Hyuk Lee, Ki-Joon Uhm, Da-Ye Kim, Seung-Do Baek, Shin-Ae Seo",South Korea,2017-02-15,2016-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Tv Dramas","after a new teacher arrives, students' dreams begin to come true. class president ye-rim must solve the nightmarish mystery before it's too late.",1.0,season,2017.0,1.0,Single Season Show,Licensed,1.0
s5603,Movie,Rush: Beyond The Lighted Stage,"Sam Dunn, Scot Mcfadyen",Unknown,Canada,2017-02-15,2010-01-01,TV-MA,107 min,"Documentaries, Music & Musicals","celebrate the remarkable 40-year career of influential canadian rockers rush with this documentary, which details the band's formation and evolution.",107.0,min,2017.0,107.0,Medium Movie,Licensed,107.0
s5604,Tv Show,Spark,Unknown,"Jong-Chan Na, Bo-Ra Nam, Da-Young Joo, Yeo One, Ki-Sung Bae, Jin-Joo Park, Eun-Soo Kwon",South Korea,2017-02-15,2016-01-01,TV-PG,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",a young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. but will the side effects derail love?,1.0,season,2017.0,1.0,Single Season Show,Licensed,1.0
s5605,Movie,The Fury Of A Patient Man,Raúl Arévalo,"Antonio De La Torre, Luis Callejo, Ruth Díaz, Raúl Jiménez, Manolo Solo, Font García, Pilar Gómez, Alicia Rubio",Spain,2017-02-15,2016-01-01,TV-MA,92 min,"International Movies, Thrillers","after his lover is killed in a jewelry store robbery, quiet josé romances café owner ana, who's unaware he has other motivations.",92.0,min,2017.0,92.0,Medium Movie,Licensed,92.0
s5606,Movie,The Memory Of Water,Matías Bize,"Elena Anaya, Benjamín Vicuña, Néstor Cantillana, Sergio Hernández, Silvia Marty, Etienne Bobenrieth, Antonia Zegers, Pablo Cerda","Chile, Spain, Argentina, Germany",2017-02-15,2015-01-01,TV-MA,88 min,"Dramas, International Movies","when the accidental death of a couple's young son sends them grieving in opposite directions, they're forced to re-examine their life and marriage.",88.0,min,2017.0,88.0,Medium Movie,Licensed,88.0
s5607,Movie,Girlfriend'S Day,Michael Paul Stephenson,"Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney",United States,2017-02-14,2017-01-01,TV-MA,71 min,"Comedies, Independent Movies","when he's caught up in a deadly conspiracy, an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.",71.0,min,2017.0,71.0,Medium Movie,Original,71.0
s5608,Movie,Katherine Ryan: In Trouble,Colin Dench,Katherine Ryan,United Kingdom,2017-02-14,2017-01-01,TV-MA,64 min,Stand-Up Comedy,"stand-up comic katherine ryan reminisces about unusual relationships, life in the hometown she hates and the time she enraged an entire nation.",64.0,min,2017.0,64.0,Medium Movie,Original,64.0
s5609,Tv Show,White Nights,Unknown,"Yo-Won Lee, Goo Jin, U-Ie, Hae-In Jung, Gook-Hwan Jeon, Han-Yong Jeong",South Korea,2017-02-14,2016-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Tv Dramas","a coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",1.0,season,2017.0,1.0,Single Season Show,Licensed,1.0
s5610,Tv Show,Cyborg 009: Call Of Justice,Unknown,"Keisuke Koumoto, Risa Taneda, Misato Fukuen, Takuya Sato, Satoshi Hino, Kenji Nomura, Mitsuaki Madono, Setsuji Sato, Haruki Ishiya, Ryo Sugisaki, Yui Makino, Kazuhiko Inoue, Yuko Kaida",Japan,2017-02-10,2017-01-01,TV-14,1 season,"Anime Series, International Tv Shows","years after taking up normal lives incognito, the cyborgs are forced to fight again when the superhuman blessed appear with a plan for humanity.",1.0,season,2017.0,1.0,Single Season Show,Original,1.0
s5611,Movie,David Brent: Life On The Road,Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley Mcguire, Alexander Arnold, Mandeep Dhillon","United Kingdom, United States",2017-02-10,2016-01-01,TV-MA,97 min,"Comedies, International Movies, Music & Musicals","with ""the office"" long in the past, middling salesman david brent ditches work and goes on tour with his rock band in a disastrous stab at stardom.",97.0,min,2017.0,97.0,Medium Movie,Licensed,97.0
s5612,Movie,Grillo Vs Grillo,Unknown,Beppe Grillo,Italy,2017-02-10,2017-01-01,TV-MA,96 min,Stand-Up Comedy,"outspoken comedian beppe grillo reminisces about his long career, including the triumphs and controversies that fueled his rise in italian politics.",96.0,min,2017.0,96.0,Medium Movie,Original,96.0
s5613,Movie,Hitler - A Career,"Joachim Fest, Christian Herrendoerfer",Unknown,West Germany,2017-02-10,1977-01-01,TV-MA,150 min,"Documentaries, International Movies","this documentary examines how adolf hitler's talent for manipulation, psychology and image-making led him from humble origins to near-world conquest.",150.0,min,2017.0,150.0,Long Movie,Licensed,150.0
s5614,Movie,"Michael Bolton'S Big, Sexy Valentine'S Day Special","Scott Aukerman, Akiva Schaffer","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers",United States,2017-02-07,2017-01-01,TV-MA,54 min,"Comedies, Music & Musicals, Romantic Movies","after santa tells him he needs 75,000 new babies by christmas to meet toy supply, michael bolton hosts a telethon to inspire the world to make love.",54.0,min,2017.0,54.0,Short Movie,Original,54.0
s5615,Movie,Daniel Sosa: Sosafado,"Raúl Campos, Jan Suter",Daniel Sosa,Mexico,2017-02-03,2017-01-01,TV-MA,78 min,Stand-Up Comedy,"comedian daniel sosa inhabits various characters, including a tupperware dealer, a thirsty priest and a trojan horse soldier in this stand-up special.",78.0,min,2017.0,78.0,Medium Movie,Original,78.0
s5616,Movie,Imperial Dreams,Malik Vitthal,"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso",United States,2017-02-03,2014-01-01,TV-MA,86 min,Dramas,"a young father returns home from jail eager to care for his son and become a writer, but crime, poverty and a flawed system threaten his plans.",86.0,min,2017.0,86.0,Medium Movie,Licensed,86.0
s5617,Movie,Dilwale,Rohit Shetty,"Shah Rukh Khan, Kajol, Kriti Sanon, Kabir Bedi, Varun Dhawan, Boman Irani, Johnny Lever, Varun Sharma, Sanjay Mishra, Vinod Khanna, Mukesh Tiwari, Pankaj Tripathi, Shawar Ali",India,2017-02-01,2015-01-01,TV-PG,154 min,"Action & Adventure, Dramas, International Movies","a young couple falls in love, but conflicting loyalties drive them apart. years later, fate intervenes and hands them a second chance.",154.0,min,2017.0,154.0,Long Movie,Licensed,154.0
s5618,Movie,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah",India,2017-02-01,2014-01-01,TV-14,179 min,"Action & Adventure, Comedies, Dramas",a revenge-seeking diamond thief gathers a ragtag crew to infiltrate a dubai hotel hosting a dance contest. but first they have to learn how to dance.,179.0,min,2017.0,179.0,Long Movie,Licensed,179.0
s5619,Movie,Haraamkhor,Shlok Sharma,"Nawazuddin Siddiqui, Shweta Tripathi, Harish Khanna, Irfan Khan, Trimala Adhikari, Mohd Samad",India,2017-02-01,2015-01-01,TV-14,93 min,"Dramas, Independent Movies, International Movies","a selfish, manipulative schoolteacher takes advantage of a schoolgirl's vulnerability to gratify his dark, narcissistic desires.",93.0,min,2017.0,93.0,Medium Movie,Licensed,93.0
s5620,Movie,Heroes Wanted,Joaquín Mazón,"María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes",Spain,2017-02-01,2016-01-01,TV-MA,97 min,"Action & Adventure, Comedies, International Movies","when its special ops agency is wiped out, spain hastily assembles a new team to defuse a terrorist plot. but who are these scrappy would-be heroes?",97.0,min,2017.0,97.0,Medium Movie,Licensed,97.0
s5621,Movie,The Reconquest,Jonás Trueba,"Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido",Spain,2017-02-01,2016-01-01,TV-MA,108 min,"Dramas, International Movies, Romantic Movies","years after they were childhood sweethearts, manuela and olmo share a night in madrid, where they discuss their past and the possibility of a future.",108.0,min,2017.0,108.0,Medium Movie,Licensed,108.0
s5622,Movie,Zapped,Peter Deluise,"Zendaya, Chanelle Peloso, Spencer Boldman, Emilia Mccarthy, Adam Dimarco, William Ainscough, Aleks Paunovic, Lucia Walters","Canada, United States",2017-02-01,2014-01-01,TV-Y,92 min,"Children & Family Movies, Comedies",a girl discovers a dog-training app that can get boys to obey her every command. but she soon learns that it isn't the cure-all she had hoped for.,92.0,min,2017.0,92.0,Medium Movie,Licensed,92.0
s5623,Movie,Bill Burr: Walk Your Way Out,Jay Karas,Bill Burr,United States,2017-01-31,2017-01-01,TV-MA,78 min,Stand-Up Comedy,"no-nonsense comic bill burr takes the stage in nashville and riffs on fast food, overpopulation, dictators and gorilla sign language.",78.0,min,2017.0,78.0,Medium Movie,Original,78.0
s5624,Movie,Semana Santa,Alejandra Márquez Abella,"Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo",Mexico,2017-01-31,2015-01-01,TV-MA,87 min,"Dramas, International Movies","a single mother, her boyfriend and her 8-year-old son take a weeklong resort vacation, during which secrets and relationship strains take their toll.",87.0,min,2017.0,87.0,Medium Movie,Licensed,87.0
s5625,Movie,Journey To Greenland,Sébastien Betbeder,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden",France,2017-01-29,2016-01-01,TV-14,99 min,"Comedies, International Movies","when they flee paris for a remote village in greenland, two part-time actors become immersed in the archaic inuit culture and forge unexpected bonds.",99.0,min,2017.0,99.0,Medium Movie,Licensed,99.0
s5626,Movie,Iboy,Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi",United Kingdom,2017-01-27,2017-01-01,TV-MA,91 min,"International Movies, Sci-Fi & Fantasy, Thrillers","when shards of a cell phone get lodged in a teenager's brain, he discovers he can control electronic devices and uses his newfound power for revenge.",91.0,min,2017.0,91.0,Medium Movie,Original,91.0
s5627,Movie,O Silêncio Do Céu,Marco Dutra,"Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive",Brazil,2017-01-25,2016-01-01,TV-MA,102 min,"Dramas, International Movies","after being raped in her home, a married woman chooses not to tell her husband, unaware that he has his own troubled secret and a plan for revenge.",102.0,min,2017.0,102.0,Medium Movie,Licensed,102.0
s5628,Movie,Cristela Alonzo: Lower Classy,Marcus Raboy,Cristela Alonzo,United States,2017-01-24,2017-01-01,TV-MA,67 min,Stand-Up Comedy,"the irrepressible alonzo skewers latino stereotypes, pricey luxuries and her mother's tough-love parenting in a night of sly and infectious comedy.",67.0,min,2017.0,67.0,Medium Movie,Original,67.0
s5629,Movie,Gad Gone Wild,Mario Rouleau,Gad Elmaleh,France,2017-01-23,2017-01-01,TV-MA,57 min,Stand-Up Comedy,french comic gad elmaleh regales a montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the u.s.,57.0,min,2017.0,57.0,Short Movie,Original,57.0
s5630,Movie,Pink,Aniruddha Roy Chowdhury,"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar",India,2017-01-20,2016-01-01,TV-14,130 min,"Dramas, International Movies","a sexual assault victim, unjustly tried for the attempted murder of her attacker, is defended by a retired lawyer who challenges india's rape culture.",130.0,min,2017.0,130.0,Long Movie,Licensed,130.0
s5631,Movie,Take The 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,2017-01-20,2017-01-01,TV-MA,80 min,Comedies,two buddies working dead-end cashier jobs endure a mind-blowing series of events on their quest to get to the hip-hop show of their lives.,80.0,min,2017.0,80.0,Medium Movie,Original,80.0
s5632,Movie,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,2017-01-17,2017-01-01,TV-MA,66 min,Stand-Up Comedy,"wicked one-liners and soul-baring confessions converge in this uniquely intimate stand-up special from ""chappelle's show"" co-creator neal brennan.",66.0,min,2017.0,66.0,Medium Movie,Original,66.0
s5633,Movie,Berlin Calling,Hannes Stöhr,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2017-01-15,2008-01-01,TV-MA,105 min,"Dramas, International Movies, Music & Musicals","dj ickarus is at the top of his game, dazzling fans and touring the world – until he gets locked in the loony bin after taking a few too many drugs.",105.0,min,2017.0,105.0,Medium Movie,Licensed,105.0
s5634,Movie,Sarajevo,Andreas Prochaska,"Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich Von Thun, Juraj Kukura","Austria, Czech Republic",2017-01-15,2014-01-01,TV-PG,98 min,"Dramas, International Movies","tasked with unraveling the assassination of archduke franz ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",98.0,min,2017.0,98.0,Medium Movie,Licensed,98.0
s5635,Movie,Stereo,Maximilian Erlenwein,"Jürgen Vogel, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Rainer Bock, Mark Zak, Helena Schönfelder, Fabian Hinrichs",Germany,2017-01-15,2014-01-01,TV-MA,91 min,"International Movies, Thrillers","erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist.",91.0,min,2017.0,91.0,Medium Movie,Licensed,91.0
s5636,Movie,We Are Young. We Are Strong.,Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu",Germany,2017-01-15,2014-01-01,TV-MA,123 min,"Dramas, International Movies","in 1992, three radically different residents of rostock, germany, become entangled in a violent xenophobic riot that rocks the beleaguered city.",123.0,min,2017.0,123.0,Long Movie,Licensed,123.0
s5637,Movie,Casablancas: The Man Who Loved Women,Hubert Woroniecki,Unknown,France,2017-01-13,2016-01-01,TV-14,82 min,"Documentaries, International Movies",the rise and smash success of elite modeling agency founder john casablancas is chronicled in this biography of the man who invented the supermodel.,82.0,min,2017.0,82.0,Medium Movie,Licensed,82.0
s5638,Movie,Clinical,Alistair Legrand,"Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano",United States,2017-01-13,2017-01-01,TV-MA,104 min,"Horror Movies, Thrillers",a psychiatrist is plagued by flashbacks to a terrifying attack as she treats a new patient who was horribly disfigured in an accident.,104.0,min,2017.0,104.0,Medium Movie,Original,104.0
s5639,Movie,Very Big Shot,Mir-Jean Bou Chaaya,"Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem","Lebanon, Qatar",2017-01-12,2015-01-01,TV-MA,109 min,"Comedies, Dramas, International Movies","when three brothers struggling to go straight become targets of a criminal underworld, they use the making of a movie as a front to transport drugs.",109.0,min,2017.0,109.0,Medium Movie,Licensed,109.0
s5640,Movie,Jim Gaffigan: Cinco,Jeannie Gaffigan,Jim Gaffigan,United States,2017-01-10,2017-01-01,TV-14,74 min,Stand-Up Comedy,america's king of clean comedy delivers wickedly funny jokes in his fifth hour-long special.,74.0,min,2017.0,74.0,Medium Movie,Original,74.0
s5641,Tv Show,We'Re Lalaloopsy,Unknown,"Mariee Devereux, Kazumi Evans, Maryke Hendrikse, Matt Hill, Diana Kaarina, Jocelyne Loewen, Sabrina Pitre",United States,2017-01-10,2017-01-01,TV-Y,1 season,"Kids' Tv, Tv Comedies","the lalaloopsy gang and their adorable pets know every day is a perfect day to celebrate the magic of friendship, creativity and collaboration.",1.0,season,2017.0,1.0,Single Season Show,Original,1.0
s5642,Movie,Under The Shadow,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","United Kingdom, Jordan, Qatar, Iran",2017-01-07,2016-01-01,PG-13,84 min,"Horror Movies, International Movies, Thrillers","during the iran-iraq conflict, a tehran woman caring for her daughter while her husband is at war is gradually convinced evil spirits are at work.",84.0,min,2017.0,84.0,Medium Movie,Licensed,84.0
s5643,Movie,Coin Heist,Emily Hagins,"Sasha Pieterse, Alexis G. Zall, Alex Saxon, Jay Walker, Mark Blum, Neal Huff, Michael Cyril Creighton, Blanche Baker, Connor Ratliff, Will Denton",United States,2017-01-06,2017-01-01,TV-14,98 min,"Children & Family Movies, Dramas","when a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. step one? breaking into the u.s. mint.",98.0,min,2017.0,98.0,Medium Movie,Original,98.0
s5644,Movie,Lego: Marvel Super Heroes: Maximum Overload,Greg Richardson,"Troy Baker, Drake Bell, Fred Tatasciore, Dee Bradley Baker, Steve Blum, Adrian Pasdar, Greg Cipes, Chi Mcbride, Barry Dennen, Robin Atkin Downes",United States,2017-01-06,2013-01-01,TV-Y7,22 min,Children & Family Movies,villainous loki is amassing an army to conquer earth! his antics are keeping spider-man and s.h.i.e.l.d. busy as they tackle a host of bad guys.,22.0,min,2017.0,22.0,Short Movie,Licensed,22.0
s5645,Movie,Rampage: President Down,Uwe Boll,"Brendan Fletcher, Steve Baran, Ryan Mcdonell, Scott Patey, Loretta Walsh, Zain Meghji, Crystal Lowe",Canada,2017-01-05,2016-01-01,TV-MA,100 min,"Action & Adventure, International Movies","lone-wolf vigilante bill williamson is back, taking aim at the u.s. government and eluding the pursuit of two fbi agents who are on his trail.",100.0,min,2017.0,100.0,Medium Movie,Licensed,100.0
s5646,Movie,Marvel'S Hulk: Where Monsters Dwell,Mitch Schauer,"Fred Tatasciore, Liam O'Brien, Jesse Burch, Edward Bosco, Chiara Zanni, Mike Vaughn, Jon Olson, Matthew Waterson, Zach Callison, Laura Bailey, Hope Levy",United States,2017-01-04,2016-01-01,PG,75 min,"Children & Family Movies, Sci-Fi & Fantasy","on halloween, the hulk and dr. strange battle monsters wreaking havoc on new york and uncover an evil plot by nightmare, ruler of the dream dimension.",75.0,min,2017.0,75.0,Medium Movie,Licensed,75.0
s5647,Movie,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,United States,2017-01-03,2017-01-01,TV-MA,69 min,Stand-Up Comedy,"incisive comic jen kirkman gets real about women's bodies, the value of alone time and an italian private tour guide who may have been a ghost.",69.0,min,2017.0,69.0,Medium Movie,Original,69.0
s5648,Movie,Autohead,Rohit Mittal,"Deepak Sampat, Ronjini Chakroborty, Vikrant Singh, Jhanvi Dwivedi, Ajay Mishra, Rohit Mittal, Sunny Banerjee, Ravidev Singh",India,2017-01-01,2016-01-01,TV-MA,97 min,"Dramas, International Movies, Thrillers",a production crew that thinks it's making a documentary about a humble mumbai rickshaw driver unmasks a horrifying truth about their film's subject.,97.0,min,2017.0,97.0,Medium Movie,Licensed,97.0
s5649,Movie,Bee Movie,"Steve Hickner, Simon J. Smith","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta",United States,2017-01-01,2007-01-01,PG,92 min,"Children & Family Movies, Comedies","barry, a worker bee stuck in a dead-end job making honey, sues humans when he learns they've been stealing bees' nectar all along.",92.0,min,2017.0,92.0,Medium Movie,Licensed,92.0
s5650,Movie,Headwinds,Jalil Lespert,"Benoît Magimel, Isabelle Carré, Antoine Duléry, Ramzy Bédia, Bouli Lanners, Marie-Ange Casta, Daniel Duval, Lubna Azabal, Aurore Clément, Audrey Tautou","France, Belgium",2017-01-01,2011-01-01,TV-MA,92 min,"Dramas, Independent Movies, International Movies","after his wife inexplicably disappears, a man takes their two children and relocates to his hometown in an attempt to end their grief and move on.",92.0,min,2017.0,92.0,Medium Movie,Licensed,92.0
s5651,Tv Show,Star Trek: Deep Space Nine,Unknown,"Avery Brooks, Nana Visitor, Rene Auberjonois, Cirroc Lofton, Alexander Siddig, Colm Meaney, Armin Shimerman, Terry Farrell, Michael Dorn",United States,2017-01-01,1999-01-01,TV-14,7 seasons,"Tv Action & Adventure, Tv Sci-Fi & Fantasy","in this ""star trek"" spin-off, commander sisko leads the multi-species crew of deep space nine, a federation space station with a complex mission.",7.0,season,2017.0,7.0,Multi Season Show,Licensed,7.0
s5652,Movie,Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Kareena Kapoor, Alia Bhatt, Diljit Dosanjh, Satish Kaushik, Suhail Nayyar, Prabhjyot Singh, Harpreet Singh, Manav Vij, Taran Bajaj",India,2017-01-01,2016-01-01,TV-MA,146 min,"Dramas, International Movies","drug abuse and the darker side of punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star.",146.0,min,2017.0,146.0,Long Movie,Licensed,146.0
s5653,Movie,Mr. Pig,Diego Luna,"Danny Glover, Maya Rudolph, José María Yazpik, Joel Murray, Angélica Aragón, Gabriela Araujo",Mexico,2016-12-31,2016-01-01,TV-MA,97 min,"Dramas, Independent Movies, International Movies",an aging california pig farmer whose property is on the brink of foreclosure makes a last-ditch trip across the border to sell his prized hog.,97.0,min,2016.0,97.0,Medium Movie,Original,97.0
s5654,Tv Show,My Runway,Unknown,"Ji-Yeon Park, Dong-Ho Kang, Chul-Woong Kang, Bo-Hyun Ahn, Hak Jin, Se-Jin Park, Kisum",South Korea,2016-12-30,2016-01-01,TV-14,1 season,"International Tv Shows, Korean Tv Shows, Romantic Tv Shows",an egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.,1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5655,Tv Show,Ajin: Demi-Human,Unknown,"Mamoru Miyano, Yoshimasa Hosoya, Jun Fukuyama, Hochu Otsuka, Daisuke Hirakawa, Takahiro Sakurai, Mikako Komatsu, Hiroyuki Kinoshita, Aya Suzaki",Japan,2016-12-27,2016-01-01,TV-MA,2 seasons,"Anime Series, International Tv Shows",a teenager discovers that he is an ajin and flees before the authorities experiment on him. other ajin plan to fight back and he must choose a side.,2.0,season,2016.0,2.0,Multi Season Show,Original,2.0
s5656,Tv Show,Chasing Cameron,Unknown,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",United States,2016-12-27,2016-01-01,TV-14,1 season,"Reality Tv, Teen Tv Shows",go behind the scenes with social media sensation cameron dallas as he takes his career to the next level on an international tour.,1.0,season,2016.0,1.0,Single Season Show,Original,1.0
s5657,Movie,7:19,Jorge Michel Grau,"Demián Bichir, Héctor Bonilla, Oscar Serrano, Azalia Ortiz, Octavio Michel, Carmen Beato",Mexico,2016-12-23,2016-01-01,TV-MA,93 min,"Dramas, International Movies","after a devastating earthquake hits mexico city, trapped survivors from all walks of life wait to be rescued while trying desperately to stay alive.",93.0,min,2016.0,93.0,Medium Movie,Original,93.0
s5658,Movie,Garfunkel And Oates: Trying To Be Special,"Riki Lindhome, Jeremy Konner","Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee",United States,2016-12-23,2016-01-01,TV-MA,62 min,"Music & Musicals, Stand-Up Comedy",garfunkel and oates put on a surprise-filled show in seattle in hopes of raising enough money to make their own comedy special.,62.0,min,2016.0,62.0,Medium Movie,Original,62.0
s5659,Tv Show,Sense8,Unknown,"Tuppence Middleton, Brian J. Smith, Doona Bae, Max Riemelt, Naveen Andrews, Daryl Hannah, Freema Agyeman, Terrence Mann, Adam Shapiro, Max Mauff, Alfonso Herrera, Eréndira Ibarra, Aml Ameen, Jamie Clayton, Tina Desae, Miguel Ángel Silvestre, Toby Onwumere, Joe Pantoliano",United States,2016-12-23,2018-01-01,TV-MA,2 seasons,"Crime Tv Shows, Tv Dramas, Tv Mysteries","from the creators of ""the matrix"" and ""babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives.",2.0,season,2016.0,2.0,Multi Season Show,Licensed,2.0
